respondent_id,_true_persona_segment,_is_noisy_responder,_is_outlier,A1_age_group,A2_residency_status,A3_emirate,A4_occupation_status,A5_gender,B1_stress_frequency,B2_stress_severity_1to10,B4_coping_ability,C1_stigma_comfort_1to5,C2_stigma_judged,D1_interest_in_tool,D3_recommend_likelihood_1to5,E1_ai_comfort_1to5,E4_ai_rec_likelihood_1to5,E5_trust_preference,F1_would_use,F2_would_pay,F4_language_preference,B3_Academics / studies,B3_Career or work,B3_Cultural or religious expectations,B3_Family expectations,B3_Friendships or romantic relationships,B3_Future or financial uncertainty,B3_Other,B3_Social media or self-image,B5_Family,B5_Friends,B5_No one,B5_Online community,B5_Other,B5_Religious or community figure,B5_Teacher or mentor,B5_Therapist or counselor,C3_Cost,C3_Dont know where to go,C3_Family disapproval,C3_Fear of being judged,C3_Feel its not serious enough,C3_Lack of privacy,C3_Lack of time,C3_Nothing stops me,D2_24/7 chat-based support,D2_Academic or work-life coaching,D2_Access to licensed therapists,D2_Crisis support,D2_Mood tracking over time,D2_Peer community my age,D2_Personalized advice,D2_Quick stress relief techniques,E2_Accuracy or safety of advice,E2_Cant replace real therapy,E2_Conflicts with religious or cultural values,E2_Lack of real empathy,E2_No real concerns,E2_Privacy or data security,E3_Built with mental health professionals,E3_Endorsed by religious or community leaders,E3_Free or low-cost access,E3_Nothing would increase trust,E3_Option to escalate to human,E3_Positive reviews from peers,E3_Strong privacy guarantees,F3_In-person workshops,F3_Mobile app,F3_Social media-based content,F3_Website,F3_WhatsApp or chat-based
612,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Rarely,5,Somewhat,4,Not really,Probably not,3,2,3,No preference,No,No,Other,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
613,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Male,Often,5,"No, not really",5,Not at all,Probably not,4,5,5,AI on its own,"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0
614,Curious_Pragmatist,0,0,21-24,Expatriate resident,Abu Dhabi,In college or university,Male,Often,3,Not sure,2,Somewhat,Probably,4,4,3,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
615,Distressed_Skeptic,0,0,21-24,UAE National (Emirati),Dubai,Working professional,Prefer not to say,Sometimes,7,"No, not really",1,Somewhat,Not sure,3,1,3,Human professional only,"Yes, definitely",No,Both English and Arabic,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
616,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Ras Al Khaimah,Currently not studying or working,Female,Sometimes,7,Somewhat,2,"Yes, a lot",Definitely,4,5,4,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
617,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,Both studying and working,Female,Often,8,"No, not really",2,"Yes, a lot",Probably not,2,1,2,AI + human (hybrid),No,No,English,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
618,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,Both studying and working,Female,Often,8,"No, not really",1,"Yes, a lot",Not sure,3,2,3,Human professional only,No,Not sure,English,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
619,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Dubai,Working professional,Male,Often,8,Somewhat,3,Not really,Probably,5,4,4,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1
620,Low_Need_Indifferent,0,0,15-17,UAE National (Emirati),Abu Dhabi,In school (middle/high school),Male,Almost always,4,Somewhat,4,Not at all,Probably not,1,4,2,Human professional only,No,No,Both English and Arabic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0
621,Distressed_Skeptic,1,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Male,Sometimes,8,Not sure,2,"Yes, a lot",Definitely not,2,1,2,AI + human (hybrid),No,No,English,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
622,Curious_Pragmatist,0,0,21-24,International student (short-term),Dubai,Working professional,Male,Often,8,Not sure,3,Not at all,Probably,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Both English and Arabic,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1
623,Resilient_Optimizer,0,0,18-20,Expatriate resident,Sharjah,In college or university,Male,Sometimes,5,Somewhat,4,Somewhat,Probably not,5,5,3,AI on its own,"Yes, definitely",Only if free version available,English,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
624,Curious_Pragmatist,0,0,25-27,UAE National (Emirati),Abu Dhabi,Working professional,Male,Often,7,"No, not really",3,Not really,Definitely,3,3,2,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
625,Low_Need_Indifferent,0,0,12-14,International student (short-term),Dubai,In school (middle/high school),Female,Rarely,2,"Yes, definitely",4,Somewhat,Definitely not,2,2,3,AI on its own,No,No,English,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
626,Distressed_Skeptic,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Often,7,Not sure,1,Somewhat,Definitely,2,2,1,AI + human (hybrid),No,No,English,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
627,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Ajman,In school (middle/high school),Male,Sometimes,8,"No, not really",3,Somewhat,Probably,4,4,4,Human professional only,"Yes, definitely",No,English,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
628,Distressed_Skeptic,0,0,21-24,International student (short-term),Ras Al Khaimah,Both studying and working,Prefer not to say,Often,9,"No, not really",3,Somewhat,Definitely not,3,2,3,AI + human (hybrid),No,No,Both English and Arabic,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
629,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Dubai,Both studying and working,Female,Rarely,6,"No, not really",2,"Yes, a lot",Probably,5,3,4,AI + human (hybrid),Maybe,"Yes, willing to pay",Arabic,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
630,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,Working professional,Female,Almost always,9,Not sure,1,Somewhat,Probably not,2,1,3,No preference,No,No,Both English and Arabic,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
631,Curious_Pragmatist,0,0,15-17,UAE National (Emirati),Dubai,Currently not studying or working,Female,Often,6,Not sure,3,Somewhat,Not sure,3,3,4,AI + human (hybrid),Maybe,Only if free version available,Arabic,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
632,Tech_Savvy_Trusting,0,0,15-17,International student (short-term),Abu Dhabi,Both studying and working,Female,Sometimes,8,Somewhat,3,Somewhat,Probably,4,5,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
633,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,Working professional,Female,Sometimes,7,"No, not really",2,"Yes, a lot",Not sure,2,3,3,Human professional only,No,No,English,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
634,Curious_Pragmatist,0,0,25-27,UAE National (Emirati),Abu Dhabi,Working professional,Female,Often,7,"No, not really",3,Somewhat,Probably,4,3,3,AI + human (hybrid),Maybe,No,Both English and Arabic,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
635,Tech_Savvy_Trusting,0,0,25-27,International student (short-term),Dubai,Working professional,Female,Often,7,Not sure,3,Somewhat,Probably,5,4,5,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0
636,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Sharjah,Both studying and working,Female,Rarely,3,Somewhat,4,Not really,Probably not,2,3,1,AI on its own,No,No,Both English and Arabic,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
637,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Abu Dhabi,In college or university,Female,Sometimes,5,Somewhat,4,Somewhat,Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Arabic,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
638,Low_Need_Indifferent,1,0,25-27,Expatriate resident,Dubai,Working professional,Female,Rarely,3,Somewhat,2,Not really,Not sure,3,1,2,Human professional only,Maybe,Only if free version available,English,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
639,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Abu Dhabi,In college or university,Female,Rarely,6,Somewhat,4,Not really,Not sure,5,4,4,AI on its own,Maybe,"Yes, willing to pay",Both English and Arabic,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
640,Tech_Savvy_Trusting,0,0,12-14,International student (short-term),Abu Dhabi,In school (middle/high school),Female,Often,7,Somewhat,3,Not really,Definitely,5,5,5,AI on its own,"Yes, definitely","Yes, willing to pay",English,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0
641,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Sometimes,6,Not sure,3,Not really,Not sure,3,3,3,AI + human (hybrid),Maybe,Not sure,English,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
642,Low_Need_Indifferent,1,0,25-27,International student (short-term),Sharjah,Currently not studying or working,Female,Sometimes,3,Somewhat,4,Not really,Definitely,3,4,4,AI + human (hybrid),No,No,English,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
643,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Abu Dhabi,Both studying and working,Male,Rarely,3,"No, not really",4,Somewhat,Definitely not,2,3,3,Human professional only,No,Not sure,Both English and Arabic,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
644,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Dubai,Currently not studying or working,Female,Never,3,Somewhat,2,Not really,Probably,3,2,3,AI on its own,No,No,Both English and Arabic,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
645,Curious_Pragmatist,1,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Often,4,Somewhat,2,Not really,Probably,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
646,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Ras Al Khaimah,In school (middle/high school),Female,Never,4,Not sure,4,"Yes, a lot",Probably not,1,3,2,AI on its own,No,Only if free version available,Other,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
647,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Abu Dhabi,Working professional,Female,Sometimes,2,Somewhat,3,"Yes, a lot",Probably not,2,4,2,No preference,No,No,Arabic,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
648,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Rarely,6,Somewhat,2,Somewhat,Definitely,4,2,4,AI + human (hybrid),Maybe,"Yes, willing to pay",English,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
649,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,Working professional,Female,Almost always,9,"No, not really",2,Not at all,Probably not,1,2,3,Human professional only,No,No,Both English and Arabic,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
650,Resilient_Optimizer,0,0,25-27,UAE National (Emirati),Abu Dhabi,Working professional,Female,Often,4,"Yes, definitely",5,Not at all,Definitely,4,3,3,AI + human (hybrid),"Yes, definitely",Only if free version available,Both English and Arabic,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
651,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Never,4,Somewhat,4,Somewhat,Not sure,2,3,1,AI + human (hybrid),No,No,English,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
652,Distressed_Skeptic,0,0,15-17,Expatriate resident,Umm Al Quwain,In school (middle/high school),Female,Rarely,8,"No, not really",2,"Yes, a lot",Definitely not,2,1,3,AI on its own,Maybe,No,Both English and Arabic,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
653,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Never,3,"No, not really",5,Somewhat,Not sure,2,2,2,Human professional only,No,No,Both English and Arabic,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
654,Curious_Pragmatist,0,0,12-14,Expatriate resident,Ajman,In school (middle/high school),Male,Sometimes,8,Somewhat,4,Not really,Definitely,3,3,3,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
655,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Sharjah,In college or university,Male,Sometimes,5,Somewhat,3,Not really,Definitely,3,4,3,No preference,Maybe,Only if free version available,English,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
656,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Dubai,In college or university,Female,Often,8,Somewhat,3,Not at all,Probably,4,5,4,AI on its own,"Yes, definitely","Yes, willing to pay",English,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
657,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,In school (middle/high school),Male,Often,7,Not sure,4,Not at all,Not sure,3,4,3,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
658,Curious_Pragmatist,0,0,21-24,Other,Dubai,Currently not studying or working,Male,Sometimes,7,Somewhat,3,"Yes, a lot",Definitely,3,3,3,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
659,Curious_Pragmatist,0,0,21-24,Expatriate resident,Sharjah,In college or university,Male,Sometimes,5,"No, not really",3,Not really,Definitely not,3,4,4,No preference,"Yes, definitely",No,Both English and Arabic,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
660,Distressed_Skeptic,0,0,21-24,Expatriate resident,Sharjah,In college or university,Male,Often,9,Somewhat,2,"Yes, a lot",Not sure,2,2,2,Human professional only,No,Not sure,English,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1
661,Distressed_Skeptic,0,0,25-27,International student (short-term),Ras Al Khaimah,Working professional,Male,Often,6,"No, not really",2,"Yes, a lot",Not sure,3,1,2,No preference,No,Only if free version available,English,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
662,Curious_Pragmatist,0,0,25-27,Expatriate resident,Dubai,Working professional,Female,Often,6,Somewhat,3,"Yes, a lot",Probably,5,2,3,AI on its own,"Yes, definitely",Only if free version available,English,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
663,Distressed_Skeptic,0,0,15-17,International student (short-term),Abu Dhabi,In school (middle/high school),Female,Often,7,Not sure,1,Not really,Probably not,2,2,2,AI on its own,Maybe,No,English,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
664,Distressed_Skeptic,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Male,Sometimes,7,"No, not really",1,"Yes, a lot",Definitely,3,2,3,No preference,Maybe,No,English,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
665,Curious_Pragmatist,0,0,15-17,Expatriate resident,Fujairah,In school (middle/high school),Female,Rarely,5,Not sure,4,Not really,Not sure,4,3,2,AI on its own,"Yes, definitely",Not sure,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
666,Distressed_Skeptic,0,0,21-24,Expatriate resident,Ajman,Working professional,Male,Often,9,Not sure,3,"Yes, a lot",Not sure,2,2,2,Human professional only,Maybe,No,English,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
667,Low_Need_Indifferent,0,1,15-17,UAE National (Emirati),Abu Dhabi,In school (middle/high school),Male,Never,3,"No, not really",2,Somewhat,Definitely not,1,2,1,AI + human (hybrid),No,No,Both English and Arabic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
668,Resilient_Optimizer,0,0,18-20,UAE National (Emirati),Other,Both studying and working,Male,Never,5,"Yes, definitely",4,Not really,Probably,3,3,4,AI on its own,Maybe,Only if free version available,Arabic,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1
669,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ajman,In college or university,Female,Sometimes,7,Somewhat,4,"Yes, a lot",Definitely,3,3,4,AI on its own,"Yes, definitely",Only if free version available,English,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
670,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Dubai,Both studying and working,Female,Sometimes,6,Somewhat,4,Somewhat,Definitely,4,4,4,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
671,Curious_Pragmatist,0,1,21-24,International student (short-term),Dubai,In college or university,Prefer not to say,Often,10,Not sure,1,Not really,Definitely,1,5,5,AI + human (hybrid),No,No,English,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
672,Distressed_Skeptic,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Male,Almost always,8,Not sure,1,Somewhat,Probably not,2,2,1,No preference,"Yes, definitely",No,Both English and Arabic,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
673,Distressed_Skeptic,1,0,21-24,International student (short-term),Dubai,Both studying and working,Female,Rarely,5,"Yes, definitely",2,Not really,Not sure,2,2,1,AI on its own,"Yes, definitely","Yes, willing to pay",English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
674,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Abu Dhabi,Working professional,Male,Sometimes,8,Somewhat,3,Not really,Probably not,5,5,4,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
675,Curious_Pragmatist,0,0,21-24,Expatriate resident,Sharjah,Working professional,Female,Rarely,5,"No, not really",2,"Yes, a lot",Definitely,3,4,3,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1
676,Tech_Savvy_Trusting,0,0,15-17,International student (short-term),Sharjah,In school (middle/high school),Female,Never,6,Somewhat,4,Not really,Definitely,4,4,3,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
